Product Name,Code,Department,BP,SP,WP,TRANSCOUNTY_MAIN,TRANSCOUNTY_ANNEX,PEAKFARM,TOTAL_STOCK
Feeders Small(ROUND),PACKAGING,AGROVET,200.0,300.0,300.0,-1,0,0,-1
Feeders extra large(ROUND),PACKAGING,AGROVET,300.0,450.0,450.0,-1,0,0,-1
Flagdown 25g,ANTIBIOTICS,AGROVET,190.0,270.0,270.0,-1,0,0,-1
Flowatone 4.5SL 1lt ,FOLIA FERTILIZER,AGROVET,1350.0,1800.0,1600.0,-1,0,0,-1
Force 1 plus 135ml,DEWORMER,AGROVET,170.0,250.0,250.0,-1,0,5,4
Force 1 super 125ml,DEWORMER,AGROVET,165.0,250.0,250.0,-1,0,0,-1
Force 1 super 500ml,DEWORMER,AGROVET,677.0,800.0,780.0,-1,0,2,1
Fosbac 25 Gm,ANTIBIOTICS,AGROVET,200.0,300.0,250.0,-1,0,0,-1
Fukokill 25g,ANTIRODENTS,AGROVET,77.0,150.0,150.0,-1,0,14,13
Gardal 10 percent 135ml,DEWORMER,AGROVET,360.0,450.0,450.0,-1,0,0,-1
Gardal 10 percent 1LTR,DEWORMER,AGROVET,1700.0,2000.0,2000.0,-1,0,0,-1
Gardal 10 percent 40ml,DEWORMER,AGROVET,190.0,250.0,200.0,-1,0,0,-1
Gladiator 100ml,INSECTICIDES,AGROVET,495.0,550.0,350.0,-1,0,0,-1
Gladiator 1LT,INSECTICIDES,AGROVET,1900.0,2750.0,2650.0,-1,0,0,-1
Gladiator 250ml,INSECTICIDES,AGROVET,750.0,1200.0,950.0,-1,0,0,-1
Gloria f1 Hybrid 25g,SEEDS,AGROVET,1600.0,1750.0,1750.0,-1,0,1,0
Gloria f1 Hybrid 50g,SEEDS,AGROVET,3400.0,3200.0,3050.0,-1,0,0,-1
Gloria fi Hybrid 10g,SEEDS,AGROVET,700.0,650.0,650.0,-1,0,0,-1
Glycel 1 lts,HERBICIDE,AGROVET,480.0,680.0,550.0,-1,0,0,-1
Glypro 1lt,HERBICIDES,AGROVET,510.0,750.0,650.0,-1,0,0,-1
Glypro 5 lt,HERBICIDES,AGROVET,2450.0,2750.0,2700.0,-1,0,0,-1
Glypro 500ml,HERBICIDES,AGROVET,300.0,450.0,400.0,-1,0,2,1
Governor 1Ltr,HERBICIDES,AGROVET,1500.0,1900.0,1800.0,-1,0,0,-1
Governor 5ltr,HERBICIDES,AGROVET,7200.0,7800.0,7500.0,-1,0,0,-1
Gradometer 100MLS,INSECTICIDES,AGROVET,218.0,350.0,350.0,-1,0,0,-1
Gradometer 250MLS,INSECTICIDES,AGROVET,498.0,650.0,650.0,-1,0,0,-1
Gradometer 500MLS,INSECTICIDES,AGROVET,780.0,1200.0,950.0,-1,0,0,-1
Gradometer 50ml,INSECTICIDES,AGROVET,128.0,200.0,200.0,-1,0,0,-1
Gradometer l lt,INSECTICIDES,AGROVET,1510.0,2000.0,1700.0,-1,0,0,-1
Gramoxone 1 LT,HERBICIDE,AGROVET,1200.0,1500.0,1500.0,-1,0,0,-1
Gramoxone 5 LT,HERBICIDE,AGROVET,4200.0,5500.0,5500.0,-1,0,0,-1
Grenade 100 ml,INSECTICIDES,AGROVET,342.0,450.0,450.0,-1,0,0,-1
Grenade 20ml,INSCECTICIDES,AGROVET,81.0,150.0,130.0,-1,0,0,-1
Grenade 40 ml,INSECTICIDES,AGROVET,176.0,250.0,250.0,-1,0,0,-1
Growers Mash Faida 10kg,FEEDS,AGROVET,625.0,750.0,750.0,-1,0,16,15
Growers Mash Faida 1kg ,FEEDS,AGROVET,57.6,80.0,80.0,-1,0,0,-1
Growers Mash Faida 20kg,FEEDS,AGROVET,1250.0,1350.0,1350.0,-1,0,8,7
Growers Mash Faida 50kg,FEEDS,AGROVET,3280.0,3400.0,3400.0,-1,0,0,-1
Growers Mash Unga 10kg,FEEDS,AGROVET,750.0,850.0,850.0,-1,0,8,7
Growers Mash Unga 50kg,FEEDS,AGROVET,3300.0,3500.0,3500.0,-1,0,0,-1
Gumboro 100doses,VACCINE,AGROVET,200.0,300.0,260.0,-1,0,0,-1
Halothrin 100ml,INSECTICIDES,AGROVET,130.0,250.0,200.0,-1,0,0,-1
Halothrin 500ml,INSECTICIDES,AGROVET,475.0,650.0,600.0,-1,0,0,-1
Halothrin 50ml,INSECTICIDES,AGROVET,82.0,180.0,150.0,-1,0,0,-1
Healing Oil 100ml,INSECTICIDES,AGROVET,215.0,250.0,200.0,-1,0,0,-1
Heat Booster 250g,SUPPLEMENT,AGROVET,80.0,133.0,115.0,-1,0,1,0
Herbistar 1 Litre,HERBICIDES,AGROVET,600.0,850.0,850.0,-1,0,10,9
Herbistar 5 Litre,herbicides,AGROVET,3150.0,3801.0,3500.0,0,0,4,4
Herbistar 500 ml,HERBICIDES,AGROVET,390.0,500.0,500.0,-1,0,10,9
Herbkill 1L,HERBICIDES,AGROVET,700.0,1100.0,850.0,-1,0,0,-1
Herbkill 500ml,HERBICIDES,AGROVET,575.0,800.0,800.0,-1,0,0,-1
Herbkill 5L,HERBICIDES,AGROVET,4200.0,4500.0,4200.0,-1,0,0,-1
Homivet tabs,DEWORMER,AGROVET,45.0,100.0,50.0,-1,0,0,-1
Hybrid 513 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 516 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 520 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 522 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 614 10kg,SEEDS,AGROVET,2800.0,3000.0,3000.0,-1,0,0,-1
Hybrid 614 1kg,SEEDS,AGROVET,280.0,300.0,300.0,-1,0,0,-1
Hybrid 614 25kg,SEEDS,AGROVET,7000.0,7500.0,7000.0,-1,0,0,-1
Hybrid 614 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 6210 2 KG,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 6210 25kg,SEEDS,AGROVET,7000.0,7500.0,7500.0,-1,0,0,-1
Hybrid 6213 10kg,SEEDS,AGROVET,2800.0,300.0,3000.0,-1,0,84,83
Hybrid 6213 25kg,SEEDS,AGROVET,7000.0,7500.0,7500.0,-1,0,0,-1
Hybrid 6213 2kg,SEEDS,AGROVET,560.0,602.0,601.0,-1,0,0,-1
Hybrid 6218 10kg,SEEDS,AGROVET,2800.0,3000.0,3000.0,-1,0,0,-1
Hybrid 6218 25kg,SEEDS,AGROVET,7000.0,7500.0,7500.0,-1,0,0,-1
Hybrid 6218 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 624 10kg,SEEDS,AGROVET,2800.0,3000.0,3000.0,-1,0,0,-1
Hybrid 624 25kg,SEEDS,AGROVET,7000.0,7500.0,7500.0,-1,0,0,-1
Hybrid 624 2kg,SEEDS,AGROVET,560.0,744.8,644.0,-1,0,0,-1
Hybrid 628 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Hybrid 629 10kg,SEEDS,AGROVET,2800.0,3000.0,3000.0,-1,0,0,-1
Hybrid 629 25kg,SEEDS,AGROVET,7000.0,7500.0,7500.0,-1,0,0,-1
Hybrid 629 2kg,SEEDS,AGROVET,560.0,600.0,600.0,-1,0,0,-1
Icon 62.5gms,INSECTICIDES,AGROVET,800.0,1100.0,1000.0,-1,0,0,-1
Imaxi 100ml,INSECTICIDES,AGROVET,520.0,400.0,,-1,0,0,-1
Imaxi 25ml,INSECTICIDES,AGROVET,,150.0,,-1,0,0,-1
Imaxi 50ml,INSECTICIDES,AGROVET,,50.0,,-1,0,0,-1
Ivermectin_Trumekti/Ivanor 1 pct Inj 10ml,ANTIBIOTICS,AGROVET,50.0,100.0,100.0,-1,0,1,0
Ivermectin_Trumektin/Ivanor 1 pct Inj 100ml,ANTIBIOTICS,AGROVET,155.0,300.0,300.0,-1,0,4,3
Ivermectin_Trumektin/Ivanor 1 pct Inj 50ml,ANTIBIOTICS,AGROVET,135.0,250.0,250.0,-1,0,5,4
JOJ Cropwonder Max G 1 Litre,FOLIA FERTILIZER,AGROVET,370.0,500.0,500.0,-1,0,3,2
JOJ Cropwonder Max G 500 ml,FOLIA FERTILIZER,AGROVET,200.0,266.0,230.0,-1,0,6,5
JOJ DCP 1kg,MINERALS,AGROVET,150.0,250.0,250.0,-1,0,11,10
JOJ DCP 250g,MINERALS,AGROVET,45.0,80.0,80.0,-1,0,0,-1
JOJ DCP 500g,SUPPLEMENTS,AGROVET,75.0,150.0,150.0,0,0,10,10
JOJ Epsom Salt 250g,MINERALS,AGROVET,50.0,100.0,100.0,-1,0,14,13
JOJ J 2 4 D 1L,HERBICIDES,AGROVET,460.0,700.0,600.0,0,0,7,7
JOJ Megalick Dairy Bucket 10kg,MINERALS,AGROVET,670.0,950.0,850.0,-1,0,7,6
JOJ Megalick Dairy Bucket 20kg,MINERALS,AGROVET,1250.0,1750.0,1700.0,-1,0,9,8
JOJ Megalick Dairy Bucket 2kg,MINERALS,AGROVET,160.0,250.0,170.0,-1,0,0,-1
JOJ Megalick Dairy Bucket 5kg,MINERALS,AGROVET,340.0,500.0,500.0,-1,0,7,6
JOJ Megalick Dairy Sachet 2kg,MINERALS,AGROVET,120.0,250.0,250.0,-1,0,10,9
JOJ Megalick Dairy Sachet 5kg,MINERALS,AGROVET,280.0,500.0,450.0,-1,0,10,9
JOJ Megalick Sachet 1kg,MINERALS,AGROVET,80.0,150.0,150.0,-1,0,9,8
JOJ Weedex 480 G/L 1 litre,HERBICIDES,AGROVET,440.0,598.5,517.5,-1,0,0,-1
JOJ Weedex 480 G/L 5 litre,HERBICIDES,AGROVET,2200.0,2500.0,2500.0,0,0,1,1
JOJ Weedex 480 G/L 500ml,HERBICIDES,AGROVET,250.0,500.0,450.0,0,0,10,10
Jackpot 100ml,INSECTICIDES,AGROVET,276.0,350.0,350.0,-1,0,0,-1
Jackpot 25ml,INSECTICIDES,AGROVET,,120.0,,-1,0,0,-1
Jackpot 500ml,INSECTICIDES,AGROVET,,950.0,,-1,0,0,-1
Jacto xp,INSECTICIDES,AGROVET,5700.0,6800.0,6300.0,-1,0,0,-1
Kales EA 50g,SEEDS,AGROVET,180.0,250.0,200.0,-1,0,0,-1
Kales Safari 10g,SEEDS,AGROVET,46.0,100.0,100.0,-1,0,0,-1
Kales Safari 25G,SEEDS,AGROVET,80.0,160.0,130.0,-1,0,0,-1
Kales Safari 50g,SEEDS,AGROVET,160.0,250.0,200.0,-1,0,0,-1
Kales simlaw 10g,SEEDS,AGROVET,40.0,100.0,80.0,-1,0,0,-1
Kales simlaw 25g,SEEDS,AGROVET,87.0,150.0,100.0,-1,0,0,-1
Kales simlaw 50g,SEEDS,AGROVET,165.0,250.0,180.0,-1,0,0,-1
Kaptin xp 100ml,DEWORMER,AGROVET,80.0,140.0,100.0,-1,0,0,-1
Kausha 1lts,HERBICIDE,AGROVET,430.0,750.0,650.0,-1,0,0,-1
Kiboko f1 Hybrid 10gms,SEEDS,AGROVET,525.0,750.0,650.0,-1,0,0,-1
Kiboko f1 Hybrid 25gms,SEEDS,AGROVET,1250.0,1500.0,1500.0,-1,0,0,-1
Kiboko f1 Hybrid 50gms,SEEDS,AGROVET,2400.0,3000.0,2800.0,-1,0,0,-1
Kienyeji Layers Mash Faida 50kg,FEEDS,AGROVET,2330.0,2550.0,2550.0,-1,0,0,-1
Kienyeji Mash Faida 10kg,FEEDS,AGROVET,505.0,600.0,600.0,-1,0,19,18
Kienyeji Mash Faida 20kg,FEEDS,AGROVET,1010.0,1200.0,1200.0,-1,0,12,11
Kienyeji Mash Faida 50kg,FEEDS,AGROVET,2480.0,3.0,2.0,-1,0,0,-1
Knapsack Spare ,SPARE PART,AGROVET,250.0,350.0,340.0,-1,0,18,17
Knapsack Spare Nozzle ,SPARE PART,AGROVET,85.0,130.0,120.0,-1,0,15,14
Knapsack Sprayer Farmate 20 Litres,PUMPS,AGROVET,1900.0,2500.0,2000.0,-1,0,0,-1
Knapsack Sprayer Jojemi 20 Litres,PUMPS,AGROVET,2750.0,3400.0,3200.0,-1,0,3,2
Knapsack Sprayer Sterling 16lts,PUMPS,AGROVET,1450.0,2000.0,1650.0,-1,0,0,-1
Kolopa 1lt,HERBICIDE,AGROVET,1850.0,2000.0,2000.0,-1,0,0,-1
Kungunil 15mls,INSECTICIDES,AGROVET,100.0,150.0,150.0,-1,0,0,-1
Layers Extra 100mg,FEEDS,AGROVET,140.0,300.0,200.0,-1,0,0,-1
Layers Mash Complete Faida 50kg,FEEDS,AGROVET,3180.0,3350.0,3350.0,-1,0,0,-1
Layers Mash Complete Unga 50kg,FEEDS,AGROVET,3400.0,3600.0,3600.0,-1,0,3,2
Layers Mash Faida 10kg,FEEDS,AGROVET,645.0,750.0,750.0,-1,0,6,5
Layers Mash Faida 1kg,FEEDS,AGROVET,42.4,60.0,60.0,-1,0,0,-1
Layers Mash Faida 20kg,FEEDS,AGROVET,1290.0,1400.0,1400.0,-1,0,5,4
Layers Mash Faida 50kg,FEEDS,AGROVET,2980.0,3200.0,3200.0,-1,0,0,-1
Layers Mash Standard Faida Feeds 50kg,FEEDS,AGROVET,3030.0,3200.0,3150.0,-1,0,0,-1
Layers Mash Tai 10kgs,FEEDS,AGROVET,310.0,500.0,500.0,-1,0,0,-1
Layers Mash Tai 20kgs,FEEDS,AGROVET,610.0,850.0,850.0,-1,0,0,-1
Layers Mash Unga Feeds 10kg,FEEDS,AGROVET,750.0,850.0,850.0,-1,0,10,9
Levacide 50ml norbrook,DEWORMER,AGROVET,70.0,120.0,80.0,-1,0,0,-1
Levacine 40ml,DEWORMER,AGROVET,60.0,100.0,80.0,-1,0,0,-1
Levafas diamond 125ml,DEWORMER,AGROVET,238.0,350.0,280.0,-1,0,5,4
Levafas diamond 500ml,DEWORMER,AGROVET,815.0,1100.0,1000.0,-1,0,0,-1
Levafas xtra 125 ml,DEWORMER,AGROVET,390.0,550.0,500.0,-1,0,0,-1
Levafas xtra 40ml,DEWORMER,AGROVET,138.0,200.0,200.0,-1,0,5,4
Levafas xtra 500ml,DEWORMER,AGROVET,1140.0,1250.0,1200.0,-1,0,0,-1
Levefas Drench 125ml,DEWORMER,AGROVET,111.0,150.0,120.0,-1,0,0,-1
Levefas Drench 1LT,DEWORMER,AGROVET,720.0,950.0,800.0,-1,0,0,-1
Levefas Drench 500ml,DEWORMER,AGROVET,380.0,450.0,400.0,-1,0,0,-1
Levefas xtra 40ml,DEWORMER,AGROVET,110.0,150.0,120.0,-1,0,0,-1
Light Kaolin 250gm,SUPPLEMENT,AGROVET,52.0,150.0,100.0,-1,0,0,-1
Light Kaolin 500gm,SUPPLEMENT,AGROVET,70.0,200.0,150.0,-1,0,0,-1
Liquid Paraffin 100ml,ANTIBIOTICS,AGROVET,65.0,100.0,80.0,-1,0,6,5
Liquid Paraffin 50ml,ANTIBIOTICS,AGROVET,60.0,80.0,80.0,-1,0,0,-1
Livotox 50ml,HERBICIDE,AGROVET,130.0,200.0,200.0,-1,0,0,-1
Lumax 1 lt,HERBICIDE,AGROVET,1750.0,1950.0,1750.0,-1,0,0,-1
Lumax 20 lt,HERBICIDE,AGROVET,28500.0,31000.0,31000.0,-1,0,0,-1
Lumax 5 lt,HERBICIDE,AGROVET,8000.0,8500.0,8000.0,-1,0,0,-1
Macklic Block 2kg,SUPPLEMENT,AGROVET,173.0,200.0,200.0,-1,0,0,-1
Macklic Super 1kg,SUPPLEMENT,AGROVET,217.0,250.0,220.0,-1,0,0,-1
Macklic Super 2kg,SUPPLEMENT,AGROVET,412.0,480.0,450.0,-1,0,0,-1
Macklic Super 500g,SUPPLEMENT,AGROVET,118.0,130.0,120.0,-1,0,0,-1
Macklic Super 5kg,SUPPLEMENT,AGROVET,835.0,950.0,900.0,-1,0,0,-1
Macklic block extra 2kg,SUPPLEMENT,AGROVET,330.0,380.0,350.0,-1,0,0,-1
Macklick Dry Cow 1kg,SUPPLEMENT,AGROVET,205.0,250.0,220.0,-1,0,0,-1
Macklick Dry Cow 2kg,SUPPLEMENT,AGROVET,342.0,450.0,400.0,-1,0,0,-1
Macklick Plus 10kg,SUPPLEMENT,AGROVET,1085.0,1250.0,1130.0,-1,0,0,-1
Macklick Plus 1kg,SUPPLEMENT,AGROVET,137.0,210.0,150.0,-1,0,0,-1
Macklick Plus 2kg,SUPPLEMENT,AGROVET,265.0,350.0,275.0,-1,0,0,-1
Maclik Beef 5kgs,SUPPLEMENT,AGROVET,440.0,550.0,500.0,-1,0,0,-1
Magadi Salt 10KG,SUPPLEMENT,AGROVET,185.0,250.0,250.0,-1,0,0,-1
Magadi Salt 50KG,SUPPLEMENT,AGROVET,750.0,850.0,850.0,-1,0,0,-1
Maguguma 1litre,HERBICIDE,AGROVET,1250.0,1500.0,1300.0,-1,0,0,-1
Maguguma 5itre,HERBICIDE,AGROVET,5850.0,6500.0,6100.0,-1,0,0,-1
Mamguard 5GM,ANTIBIOTICS,AGROVET,255.0,350.0,300.0,-1,0,0,-1
Managu-Black Night Shade Simlaw 25g ,SEEDS,AGROVET,87.0,150.0,150.0,-1,0,0,-1
Managu-Black Night Shade Simlaw 50g,SEEDS,AGROVET,160.0,300.0,250.0,-1,0,0,-1
Mask,MISC,AGROVET,5.0,20.0,10.0,-1,0,0,-1
Mastercop 100mls,FUNGICIDE,AGROVET,380.0,500.0,450.0,-1,0,0,-1
Matco 100g,FUNGICIDE,AGROVET,120.0,150.0,150.0,-1,0,0,-1
Matco 50g,FUNGICIDE,AGROVET,65.0,80.0,80.0,-1,0,0,-1
Maxicure 10 percent 135ml,DEWORMER,AGROVET,120.0,160.0,140.0,-1,0,0,-1
Maxicure 10 percent 500ml,DEWORMER,AGROVET,450.0,550.0,500.0,-1,0,0,-1
Maximus 5 Ltr,HERBICIDE,AGROVET,6600.0,7000.0,7000.0,-1,0,0,-1
Metocycline/Egocin Eye wound Powder 30g,ANTIBIOTICS,AGROVET,110.0,140.0,120.0,-1,0,0,-1
Metro 25ml,INSECTICIDES,AGROVET,425.0,600.0,490.0,-1,0,0,-1
Metro 50ml,INSECTICIDES,AGROVET,825.0,1100.0,1000.0,-1,0,0,-1
Metrocycline 25g,INSECTICIDES,AGROVET,72.0,100.0,80.0,-1,0,0,-1
Milking salve Vetcare 500g,OIL,AGROVET,70.0,120.0,120.0,-1,0,0,-1
Milking salve coopers 100g,OIL,AGROVET,77.0,100.0,85.0,-1,0,0,-1
Milking salve coopers 250g,OIL,AGROVET,197.0,250.0,220.0,-1,0,0,-1
Milor 100g,FUNGICIDES,AGROVET,200.0,250.0,230.0,-1,0,0,-1
Milor 50g,FUNGICIDES,AGROVET,110.0,150.0,130.0,-1,0,0,-1
Milraz 100g,FUNGICIDES,AGROVET,250.0,380.0,300.0,-1,0,0,-1
Milraz 40g,FUNGICIDES,AGROVET,173.0,250.0,185.0,-1,0,0,-1
Milraz 500gm,FUNGICIDES,AGROVET,1135.0,1350.0,1350.0,-1,0,0,-1
Milthane Super 100g,FUNGICIDES,AGROVET,103.0,150.0,150.0,-1,0,1,0
Milthane Super 200g,FUNGICIDES,AGROVET,205.0,250.0,230.0,-1,0,0,-1
Milthane super 1kg,FUNGICIDES,AGROVET,810.0,1000.0,1000.0,-1,0,0,-1
Milthane super 500gm,FUNGICIDES,AGROVET,415.0,550.0,480.0,-1,0,0,-1
Milthane super 50gm,FUNGICIDES,AGROVET,66.0,100.0,100.0,-1,0,0,-1
Milthane super 5kg,FUNGICIDES,AGROVET,3900.0,4300.0,4100.0,-1,0,0,-1
Mineral Block Reva 2kg Jojemi Red ,SUPPLEMENT,AGROVET,170.0,250.0,250.0,-1,0,6,5
Mineral Block Reva 5kg Jojemi Red,SUPPLEMENT,AGROVET,380.0,550.0,550.0,-1,0,11,10
Mineral Block Reva Maziwa 2kg Jojemi White,SUPPLEMENT,AGROVET,180.0,250.0,250.0,-1,0,4,3
Mineral Block Reva Maziwa 3kg Jojemi White,SUPPLEMENT,AGROVET,260.0,345.8,299.0,-1,0,0,-1
Mineral Block Reva Maziwa 5kg Jojemi White,SUPPLEMENT,AGROVET,370.0,492.1,425.5,-1,0,0,-1
Mineral Milk Block Cenriva 2kg,SUPPLEMENT,AGROVET,215.0,492.1,425.5,-1,0,0,-1
Mistress 120 gm,FUNGICIDES,AGROVET,220.0,300.0,300.0,-1,0,0,-1
Mistress 1kg,FUNGICIDES,AGROVET,1440.0,1650.0,1650.0,-1,0,-1,-2
Mistress 2.5kg,FUNGICIDES,AGROVET,2900.0,3100.0,3100.0,-1,0,0,-1
Mistress 240g,FUNGICIDES,AGROVET,338.0,550.0,380.0,-1,0,0,-1
Mistress 40g,FUNGICIDES,AGROVET,105.0,150.0,150.0,-1,0,0,-1
Mistress 500g,FUNGICIDES,AGROVET,750.0,950.0,950.0,-1,0,0,-1
Mistress 80g,FUNGICIDES,AGROVET,171.0,250.0,250.0,-1,0,0,-1
Multiject_Mastigolife 5gm,ANTIBIOTICS,AGROVET,200.0,350.0,300.0,-1,0,6,5
Multimed Multivit 25g,SUPPLEMENT,AGROVET,60.0,150.0,120.0,-1,0,0,-1
Multivit tabs-Bescoe Prozyme,SUPPLEMENT,AGROVET,4.25,20.0,10.0,-1,0,0,-1
Multivitamin_Multinor Inj 100ml,SUPPLEMENT,AGROVET,105.0,250.0,250.0,-1,0,3,2
Multivitamin_Multinor Inj 50ml,MULTIVITAMINS,AGROVET,110.0,150.0,140.0,-1,0,2,1
NCD 100Doses,ANTIBIOTICS,AGROVET,180.0,250.0,250.0,-1,0,0,-1
NCD 25Doses,ANTIBIOTICS,AGROVET,90.0,150.0,140.0,-1,0,0,-1
NCD 50Doses,ANTIBIOTICS,AGROVET,135.0,200.0,200.0,-1,0,3,2
NPK Fertilizer BORA BORA 50kgs,FERTILIZER,AGROVET,3200.0,3600.0,3600.0,-1,0,0,-1
NPK Fertilizer Chapa Meli 50kgs,FERTILIZER,AGROVET,3200.0,3800.0,3750.0,-1,0,0,-1
Needles gauge 18,MISC,AGROVET,3.0,5.0,3.0,-1,0,0,-1
Nefluk Bolus,DEWORMER,AGROVET,40.0,60.0,50.0,-1,0,0,-1
Neocidal 28ml,INSECTICIDES,AGROVET,95.0,120.0,100.0,-1,0,0,-1
Neocidal 28ml DERA,INSECTICIDES,AGROVET,55.0,100.0,100.0,-1,0,0,-1
Nilsan Super 500ml,DEWORMER,AGROVET,1138.0,1200.0,1150.0,-1,0,0,-1
Nilsan plus 125ml,DEWORMER,AGROVET,208.0,300.0,220.0,-1,0,0,-1
Nilsan plus 1LT,DEWORMER,AGROVET,1421.0,1600.0,1600.0,-1,0,0,-1
Nilsan plus 500ml,DEWORMER,AGROVET,725.0,850.0,800.0,-1,0,0,-1
Nilsan super 125ml,DEWORMER,AGROVET,295.0,320.0,320.0,-1,0,0,-1
Norbrook D.C.P 100G,OIL,AGROVET,21.0,50.0,30.0,-1,0,0,-1
Norbrook milking salve 100g,OIL,AGROVET,82.0,120.0,100.0,-1,0,23,22
Norbrook milking salve 1kg,OIL,AGROVET,563.0,650.0,650.0,-1,0,5,4
Norbrook milking salve 250g,OIL,AGROVET,189.0,300.0,300.0,-1,0,3,2
Norbrook milking salve 500g,OIL,AGROVET,309.0,400.0,350.0,-1,0,3,2
Norotraz 12.5 percent 1 lt,DEWORMER,AGROVET,1023.0,1350.0,1350.0,-1,0,0,-1
Norotraz 12.5 percent 100ml,DEWORMER,AGROVET,187.0,250.0,250.0,-1,0,2,1
Norotraz 12.5 percent 250ml,DEWORMER,AGROVET,455.0,550.0,550.0,-1,0,0,-1
Norotraz 12.5 percent 40ml,DEWORMER,AGROVET,116.0,170.0,170.0,-1,0,19,18
Norotraz 12.5percent 500ml,DEWORMER,AGROVET,582.0,750.0,750.0,-1,0,0,-1
